mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,equipo,fecha,url
240,43,97,.443,13,39,.333,20,24,.833,15,34,49,24,11,8,10,20,119,,,NOP,20250115,https://www.basketball-reference.com/boxscores/202501150NOP.html
265,46,86,.535,16,37,.432,17,24,.708,15,30,45,28,10,3,16,14,125,,,NYK,20250115,https://www.basketball-reference.com/boxscores/202501150PHI.html
265,46,92,.500,13,35,.371,14,14,1.000,11,24,35,27,8,2,12,19,119,,,PHI,20250115,https://www.basketball-reference.com/boxscores/202501150PHI.html
240,51,103,.495,16,38,.421,11,17,.647,14,38,52,28,7,5,8,19,129,,,MEM,20250115,https://www.basketball-reference.com/boxscores/202501150SAS.html
240,40,89,.449,16,43,.372,19,27,.704,7,37,44,22,5,11,11,17,115,,,SAS,20250115,https://www.basketball-reference.com/boxscores/202501150SAS.html
240,36,91,.396,16,46,.348,9,18,.500,13,32,45,24,6,8,9,16,97,,,BOS,20250115,https://www.basketball-reference.com/boxscores/202501150TOR.html
240,45,89,.506,11,34,.324,9,15,.600,13,43,56,35,4,4,11,19,110,,,TOR,20250115,https://www.basketball-reference.com/boxscores/202501150TOR.html
240,45,85,.529,12,39,.308,15,21,.714,11,34,45,27,6,6,18,16,117,,,CHO,20250115,https://www.basketball-reference.com/boxscores/202501150UTA.html
240,43,93,.462,16,43,.372,10,17,.588,9,27,36,30,5,4,12,18,112,,,UTA,20250115,https://www.basketball-reference.com/boxscores/202501150UTA.html
240,41,89,.461,13,30,.433,16,22,.727,3,37,40,28,13,8,10,17,111,,,IND,20250116,https://www.basketball-reference.com/boxscores/202501160DET.html
240,36,91,.396,9,36,.250,19,22,.864,14,41,55,22,3,7,19,20,100,,,DET,20250116,https://www.basketball-reference.com/boxscores/202501160DET.html
240,42,90,.467,13,42,.310,17,21,.810,11,38,49,32,2,5,21,11,114,,,CLE,20250116,https://www.basketball-reference.com/boxscores/202501160OKC.html
240,53,105,.505,18,53,.340,10,11,.909,8,31,39,25,12,5,7,20,134,,,OKC,20250116,https://www.basketball-reference.com/boxscores/202501160OKC.html
240,44,78,.564,10,23,.435,20,27,.741,8,42,50,23,9,4,18,13,118,,,LAC,20250116,https://www.basketball-reference.com/boxscores/202501160POR.html
240,34,91,.374,9,34,.265,12,13,.923,14,23,37,24,9,1,16,17,89,,,POR,20250116,https://www.basketball-reference.com/boxscores/202501160POR.html
240,49,93,.527,12,33,.364,17,24,.708,12,34,46,24,10,6,14,18,127,,,HOU,20250116,https://www.basketball-reference.com/boxscores/202501160SAC.html
240,49,98,.500,14,33,.424,20,22,.909,12,32,44,32,5,3,12,15,132,,,SAC,20250116,https://www.basketball-reference.com/boxscores/202501160SAC.html
240,44,85,.518,16,33,.485,26,31,.839,10,37,47,33,10,4,16,23,130,,,PHO,20250116,https://www.basketball-reference.com/boxscores/202501160WAS.html
240,46,92,.500,13,41,.317,18,27,.667,12,33,45,28,13,4,13,22,123,,,WAS,20250116,https://www.basketball-reference.com/boxscores/202501160WAS.html
240,34,82,.415,5,32,.156,21,31,.677,12,25,37,15,3,3,12,19,94,,,ORL,20250117,https://www.basketball-reference.com/boxscores/202501170BOS.html
240,42,80,.525,17,37,.459,20,22,.909,11,30,41,25,6,3,10,23,121,,,BOS,20250117,https://www.basketball-reference.com/boxscores/202501170BOS.html
240,48,96,.500,13,34,.382,16,20,.800,13,31,44,26,9,2,12,13,125,,,CHO,20250117,https://www.basketball-reference.com/boxscores/202501170CHI.html
240,48,95,.505,14,40,.350,13,14,.929,12,33,45,34,9,3,14,18,123,,,CHI,20250117,https://www.basketball-reference.com/boxscores/202501170CHI.html
240,35,91,.385,20,46,.435,8,12,.667,14,32,46,24,7,2,15,20,98,,,OKC,20250117,https://www.basketball-reference.com/boxscores/202501170DAL.html
240,37,75,.493,16,41,.390,16,22,.727,6,37,43,25,11,7,17,18,106,,,DAL,20250117,https://www.basketball-reference.com/boxscores/202501170DAL.html
240,37,82,.451,17,38,.447,10,13,.769,12,33,45,28,5,6,17,14,101,,,BRK,20250117,https://www.basketball-reference.com/boxscores/202501170LAL.html
240,38,82,.463,12,34,.353,14,18,.778,6,28,34,24,6,7,10,12,102,,,LAL,20250117,https://www.basketball-reference.com/boxscores/202501170LAL.html
240,50,92,.543,16,33,.485,17,19,.895,7,34,41,35,5,1,6,10,133,,,DEN,20250117,https://www.basketball-reference.com/boxscores/202501170MIA.html
240,45,91,.495,9,33,.273,14,14,1.000,6,35,41,30,2,0,8,15,113,,,MIA,20250117,https://www.basketball-reference.com/boxscores/202501170MIA.html
240,43,91,.473,8,34,.235,18,24,.750,13,30,43,31,6,4,14,28,112,,,TOR,20250117,https://www.basketball-reference.com/boxscores/202501170MIL.html
240,42,81,.519,13,31,.419,33,41,.805,11,33,44,25,7,5,14,23,130,,,MIL,20250117,https://www.basketball-reference.com/boxscores/202501170MIL.html
240,43,86,.500,13,38,.342,24,30,.800,7,33,40,30,7,8,16,20,123,,,UTA,20250117,https://www.basketball-reference.com/boxscores/202501170NOP.html
240,47,100,.470,22,50,.440,20,31,.645,21,35,56,34,9,8,13,24,136,,,NOP,20250117,https://www.basketball-reference.com/boxscores/202501170NOP.html
240,42,79,.532,22,40,.550,10,14,.714,11,35,46,23,5,2,16,16,116,,,MIN,20250117,https://www.basketball-reference.com/boxscores/202501170NYK.html
240,35,90,.389,14,34,.412,15,17,.882,15,26,41,19,10,4,9,13,99,,,NYK,20250117,https://www.basketball-reference.com/boxscores/202501170NYK.html
240,55,97,.567,19,44,.432,11,15,.733,10,31,41,39,9,0,9,19,140,,,MEM,20250117,https://www.basketball-reference.com/boxscores/202501170SAS.html
240,40,84,.476,13,36,.361,19,23,.826,10,30,40,29,4,8,17,15,112,,,SAS,20250117,https://www.basketball-reference.com/boxscores/202501170SAS.html
265,44,93,.473,9,37,.243,22,28,.786,13,42,55,27,9,10,18,17,119,,,ATL,20250118,https://www.basketball-reference.com/boxscores/202501180BOS.html
265,40,104,.385,15,52,.288,20,23,.870,17,36,53,23,13,6,14,18,115,,,BOS,20250118,https://www.basketball-reference.com/boxscores/202501180BOS.html
240,43,86,.500,7,25,.280,32,40,.800,13,37,50,25,6,3,10,24,125,,,PHO,20250118,https://www.basketball-reference.com/boxscores/202501180DET.html
240,44,94,.468,9,33,.273,24,36,.667,15,28,43,22,5,3,9,27,121,,,DET,20250118,https://www.basketball-reference.com/boxscores/202501180DET.html
240,38,86,.442,22,45,.489,16,23,.696,11,33,44,24,5,2,14,21,114,,,WAS,20250118,https://www.basketball-reference.com/boxscores/202501180GSW.html
240,45,96,.469,14,41,.341,18,24,.750,17,38,55,24,6,7,10,18,122,,,GSW,20250118,https://www.basketball-reference.com/boxscores/202501180GSW.html
240,38,89,.427,10,34,.294,16,22,.727,10,22,32,21,8,1,9,19,102,,,PHI,20250118,https://www.basketball-reference.com/boxscores/202501180IND.html
240,44,83,.530,11,34,.324,16,23,.696,14,36,50,30,4,4,18,21,115,,,IND,20250118,https://www.basketball-reference.com/boxscores/202501180IND.html
240,42,92,.457,17,48,.354,23,25,.920,13,34,47,27,4,1,8,18,124,,,CLE,20250118,https://www.basketball-reference.com/boxscores/202501180MIN.html
240,43,90,.478,15,38,.395,16,19,.842,9,33,42,27,4,4,8,19,117,,,MIN,20250118,https://www.basketball-reference.com/boxscores/202501180MIN.html
240,48,108,.444,14,31,.452,15,22,.682,23,38,61,25,13,4,14,18,125,,,HOU,20250118,https://www.basketball-reference.com/boxscores/202501180POR.html
240,39,86,.453,12,36,.333,13,18,.722,8,32,40,28,6,10,19,24,103,,,POR,20250118,https://www.basketball-reference.com/boxscores/202501180POR.html
240,38,76,.500,9,27,.333,17,19,.895,5,28,33,26,6,6,17,14,102,,,LAL,20250119,https://www.basketball-reference.com/boxscores/202501190LAC.html
240,47,89,.528,11,30,.367,11,14,.786,11,27,38,27,12,4,13,12,116,,,LAC,20250119,https://www.basketball-reference.com/boxscores/202501190LAC.html
240,41,91,.451,15,40,.375,10,16,.625,13,31,44,28,4,5,15,9,107,,,SAS,20250119,https://www.basketball-reference.com/boxscores/202501190MIA.html
240,50,95,.526,18,33,.545,10,10,1.000,12,37,49,35,8,6,11,12,128,,,MIA,20250119,https://www.basketball-reference.com/boxscores/202501190MIA.html
240,39,86,.453,16,45,.356,15,22,.682,5,33,38,26,4,4,9,25,109,,,PHI,20250119,https://www.basketball-reference.com/boxscores/202501190MIL.html
240,43,87,.494,14,37,.378,23,30,.767,7,41,48,31,2,3,7,16,123,,,MIL,20250119,https://www.basketball-reference.com/boxscores/202501190MIL.html
240,37,87,.425,12,43,.279,15,19,.789,12,29,41,25,5,3,17,13,101,,,BRK,20250119,https://www.basketball-reference.com/boxscores/202501190OKC.html
240,48,87,.552,19,43,.442,12,13,.923,8,35,43,37,8,5,12,19,127,,,OKC,20250119,https://www.basketball-reference.com/boxscores/202501190OKC.html
240,40,77,.519,7,25,.280,26,31,.839,13,44,57,24,6,8,21,16,113,,,DEN,20250119,https://www.basketball-reference.com/boxscores/202501190ORL.html
240,38,102,.373,12,41,.293,12,16,.750,16,23,39,30,15,6,7,19,100,,,ORL,20250119,https://www.basketball-reference.com/boxscores/202501190ORL.html
240,36,81,.444,8,29,.276,22,26,.846,8,28,36,21,10,7,16,19,102,,,CHI,20250119,https://www.basketball-reference.com/boxscores/202501190POR.html
240,42,89,.472,9,31,.290,20,25,.800,14,36,50,21,7,6,18,19,113,,,POR,20250119,https://www.basketball-reference.com/boxscores/202501190POR.html
240,32,89,.360,10,42,.238,26,32,.813,10,36,46,19,6,1,17,16,100,,,WAS,20250119,https://www.basketball-reference.com/boxscores/202501190SAC.html
240,46,95,.484,12,39,.308,19,24,.792,10,41,51,28,12,4,12,20,123,,,SAC,20250119,https://www.basketball-reference.com/boxscores/202501190SAC.html
240,38,88,.432,6,32,.188,23,26,.885,16,35,51,19,10,8,14,15,105,,,DAL,20250120,https://www.basketball-reference.com/boxscores/202501200CHO.html
240,40,98,.408,17,39,.436,13,18,.722,17,32,49,28,10,7,13,16,110,,,CHO,20250120,https://www.basketball-reference.com/boxscores/202501200CHO.html
240,36,77,.468,10,26,.385,10,13,.769,1,33,34,22,3,5,17,20,92,,,PHO,20250120,https://www.basketball-reference.com/boxscores/202501200CLE.html
240,41,95,.432,19,46,.413,17,23,.739,15,35,50,27,10,1,9,18,118,,,CLE,20250120,https://www.basketball-reference.com/boxscores/202501200CLE.html
240,49,92,.533,20,48,.417,7,8,.875,8,42,50,33,8,9,10,8,125,,,BOS,20250120,https://www.basketball-reference.com/boxscores/202501200GSW.html
240,32,92,.348,14,53,.264,7,11,.636,10,28,38,28,8,3,12,12,85,,,GSW,20250120,https://www.basketball-reference.com/boxscores/202501200GSW.html
240,42,88,.477,10,27,.370,13,15,.867,13,39,52,21,12,5,23,11,107,,,DET,20250120,https://www.basketball-reference.com/boxscores/202501200HOU.html
240,37,94,.394,11,39,.282,11,16,.688,15,24,39,19,18,1,17,17,96,,,HOU,20250120,https://www.basketball-reference.com/boxscores/202501200HOU.html
240,38,94,.404,15,46,.326,21,26,.808,17,37,54,25,7,6,12,17,112,,,CHI,20250120,https://www.basketball-reference.com/boxscores/202501200LAC.html
240,37,94,.394,9,42,.214,16,17,.941,10,30,40,24,4,7,10,20,99,,,LAC,20250120,https://www.basketball-reference.com/boxscores/202501200LAC.html
240,36,93,.387,14,43,.326,20,27,.741,17,35,52,25,5,6,16,26,106,,,MIN,20250120,https://www.basketball-reference.com/boxscores/202501200MEM.html
240,37,86,.430,7,33,.212,27,34,.794,13,34,47,19,9,4,13,22,108,,,MEM,20250120,https://www.basketball-reference.com/boxscores/202501200MEM.html
265,42,106,.396,11,46,.239,24,30,.800,19,44,63,25,6,4,14,19,119,,,UTA,20250120,https://www.basketball-reference.com/boxscores/202501200NOP.html
265,41,92,.446,15,41,.366,26,29,.897,6,39,45,28,12,8,14,24,123,,,NOP,20250120,https://www.basketball-reference.com/boxscores/202501200NOP.html
240,40,85,.471,13,30,.433,17,22,.773,16,25,41,23,10,6,24,21,110,,,ATL,20250120,https://www.basketball-reference.com/boxscores/202501200NYK.html
240,47,90,.522,9,26,.346,16,21,.762,12,27,39,31,8,1,16,21,119,,,NYK,20250120,https://www.basketball-reference.com/boxscores/202501200NYK.html
240,40,87,.460,8,28,.286,11,14,.786,9,33,42,29,11,3,12,20,99,,,NYK,20250121,https://www.basketball-reference.com/boxscores/202501210BRK.html
240,32,86,.372,12,40,.300,19,25,.760,14,33,47,21,4,9,17,18,95,,,BRK,20250121,https://www.basketball-reference.com/boxscores/202501210BRK.html
240,44,96,.458,15,38,.395,6,8,.750,8,17,25,34,7,4,10,20,109,,,PHI,20250121,https://www.basketball-reference.com/boxscores/202501210DEN.html
240,52,85,.612,16,31,.516,24,25,.960,14,37,51,39,7,4,14,10,144,,,DEN,20250121,https://www.basketball-reference.com/boxscores/202501210DEN.html
240,34,95,.358,11,43,.256,9,13,.692,9,37,46,25,8,8,13,18,88,,,WAS,20250121,https://www.basketball-reference.com/boxscores/202501210LAL.html
240,43,90,.478,11,34,.324,14,18,.778,7,43,50,30,6,10,11,11,111,,,LAL,20250121,https://www.basketball-reference.com/boxscores/202501210LAL.html
240,43,87,.494,15,43,.349,15,23,.652,11,36,47,25,3,5,8,13,116,,,POR,20250121,https://www.basketball-reference.com/boxscores/202501210MIA.html
240,41,93,.441,14,42,.333,11,12,.917,12,33,45,26,2,3,10,14,107,,,MIA,20250121,https://www.basketball-reference.com/boxscores/202501210MIA.html
240,35,85,.412,9,31,.290,14,19,.737,14,34,48,16,5,2,14,24,93,,,ORL,20250121,https://www.basketball-reference.com/boxscores/202501210TOR.html
240,39,73,.534,13,24,.542,18,28,.643,5,37,42,29,7,6,12,22,109,,,TOR,20250121,https://www.basketball-reference.com/boxscores/202501210TOR.html
240,42,84,.500,12,34,.353,18,19,.947,7,44,51,27,7,10,21,19,114,,,DET,20250122,https://www.basketball-reference.com/boxscores/202501220ATL.html
240,39,103,.379,6,38,.158,20,26,.769,15,32,47,25,14,3,14,14,104,,,ATL,20250122,https://www.basketball-reference.com/boxscores/202501220ATL.html
240,42,88,.477,14,41,.341,10,13,.769,11,37,48,28,9,1,11,12,108,,,PHO,20250122,https://www.basketball-reference.com/boxscores/202501220BRK.html
240,34,91,.374,7,36,.194,9,14,.643,20,32,52,16,8,1,17,11,84,,,BRK,20250122,https://www.basketball-reference.com/boxscores/202501220BRK.html
240,37,81,.457,11,29,.379,30,34,.882,9,30,39,26,10,8,11,18,115,,,MIN,20250122,https://www.basketball-reference.com/boxscores/202501220DAL.html
240,45,90,.500,8,29,.276,16,19,.842,7,31,38,24,5,4,15,21,114,,,DAL,20250122,https://www.basketball-reference.com/boxscores/202501220DAL.html
240,41,97,.423,13,41,.317,13,19,.684,20,25,45,25,12,5,13,18,108,,,CLE,20250122,https://www.basketball-reference.com/boxscores/202501220HOU.html
240,40,91,.440,15,34,.441,14,20,.700,20,33,53,25,8,5,22,20,109,,,HOU,20250122,https://www.basketball-reference.com/boxscores/202501220HOU.html
265,41,90,.456,19,50,.380,16,20,.800,8,24,32,24,11,4,19,14,117,,,BOS,20250122,https://www.basketball-reference.com/boxscores/202501220LAC.html
265,47,90,.522,9,28,.321,10,13,.769,9,31,40,24,11,6,23,25,113,,,LAC,20250122,https://www.basketball-reference.com/boxscores/202501220LAC.html
240,41,86,.477,11,31,.355,27,32,.844,11,22,33,27,9,4,16,19,120,,,CHO,20250122,https://www.basketball-reference.com/boxscores/202501220MEM.html
240,49,98,.500,21,47,.447,13,14,.929,13,27,40,36,9,6,16,30,132,,,MEM,20250122,https://www.basketball-reference.com/boxscores/202501220MEM.html
240,42,90,.467,14,37,.378,16,24,.667,23,29,52,25,3,6,27,20,114,,,UTA,20250122,https://www.basketball-reference.com/boxscores/202501220OKC.html
240,44,95,.463,12,39,.308,23,25,.920,13,26,39,20,15,4,11,23,123,,,OKC,20250122,https://www.basketball-reference.com/boxscores/202501220OKC.html
240,43,92,.467,22,48,.458,9,13,.692,12,32,44,31,5,2,19,27,117,,,GSW,20250122,https://www.basketball-reference.com/boxscores/202501220SAC.html
240,41,81,.506,11,30,.367,30,32,.938,5,33,38,24,9,7,8,14,123,,,SAC,20250122,https://www.basketball-reference.com/boxscores/202501220SAC.html
240,47,81,.580,9,21,.429,19,24,.792,6,33,39,32,10,2,20,26,122,,,TOR,20250123,https://www.basketball-reference.com/boxscores/202501230ATL.html
240,42,87,.483,13,37,.351,22,30,.733,9,27,36,30,11,2,15,21,119,,,ATL,20250123,https://www.basketball-reference.com/boxscores/202501230ATL.html
240,47,107,.439,15,41,.366,14,19,.737,17,36,53,31,5,3,13,20,123,,,SAC,20250123,https://www.basketball-reference.com/boxscores/202501230DEN.html
240,49,101,.485,13,37,.351,21,31,.677,15,41,56,30,10,8,11,14,132,,,DEN,20250123,https://www.basketball-reference.com/boxscores/202501230DEN.html
240,34,87,.391,16,40,.400,22,27,.815,10,32,42,22,7,2,13,16,106,,,CHI,20250123,https://www.basketball-reference.com/boxscores/202501230GSW.html
240,46,102,.451,25,57,.439,14,14,1.000,15,37,52,37,3,6,12,21,131,,,GSW,20250123,https://www.basketball-reference.com/boxscores/202501230GSW.html
240,58,96,.604,18,36,.500,6,6,1.000,15,42,57,43,10,10,20,13,140,,,SAS,20250123,https://www.basketball-reference.com/boxscores/202501230IND.html
240,44,97,.454,13,43,.302,9,12,.750,9,22,31,31,10,2,11,9,110,,,IND,20250123,https://www.basketball-reference.com/boxscores/202501230IND.html
240,32,94,.340,11,46,.239,18,21,.857,14,35,49,24,14,1,16,21,93,,,WAS,20250123,https://www.basketball-reference.com/boxscores/202501230LAC.html
240,40,88,.455,13,38,.342,17,18,.944,11,44,55,29,10,7,18,19,110,,,LAC,20250123,https://www.basketball-reference.com/boxscores/202501230LAC.html
240,35,91,.385,14,41,.341,12,18,.667,11,31,42,23,5,6,7,17,96,,,BOS,20250123,https://www.basketball-reference.com/boxscores/202501230LAL.html
240,42,89,.472,15,35,.429,18,20,.900,10,43,53,27,4,3,10,14,117,,,LAL,20250123,https://www.basketball-reference.com/boxscores/202501230LAL.html
240,34,92,.370,12,51,.235,16,21,.762,13,37,50,26,3,3,11,18,96,,,MIA,20250123,https://www.basketball-reference.com/boxscores/202501230MIL.html
240,46,98,.469,18,40,.450,15,20,.750,11,44,55,32,5,6,7,14,125,,,MIL,20250123,https://www.basketball-reference.com/boxscores/202501230MIL.html
240,39,74,.527,14,31,.452,29,36,.806,8,35,43,25,9,3,20,25,121,,,DAL,20250123,https://www.basketball-reference.com/boxscores/202501230OKC.html
240,42,88,.477,15,37,.405,16,22,.727,8,25,33,26,9,4,13,27,115,,,OKC,20250123,https://www.basketball-reference.com/boxscores/202501230OKC.html
240,40,82,.488,9,28,.321,12,19,.632,8,34,42,23,14,12,15,21,101,,,POR,20250123,https://www.basketball-reference.com/boxscores/202501230ORL.html
240,26,76,.342,6,25,.240,21,31,.677,14,30,44,17,9,6,22,18,79,,,ORL,20250123,https://www.basketball-reference.com/boxscores/202501230ORL.html
240,32,79,.405,11,38,.289,27,39,.692,15,32,47,17,12,6,17,21,102,,,POR,20250124,https://www.basketball-reference.com/boxscores/202501240CHO.html
240,32,85,.376,9,31,.290,24,28,.857,16,30,46,20,9,6,16,28,97,,,CHO,20250124,https://www.basketball-reference.com/boxscores/202501240CHO.html
240,45,83,.542,14,34,.412,22,32,.688,8,27,35,30,6,3,13,10,126,,,NOP,20250124,https://www.basketball-reference.com/boxscores/202501240MEM.html
240,56,101,.554,19,42,.452,8,8,1.000,16,27,43,38,8,4,13,19,139,,,MEM,20250124,https://www.basketball-reference.com/boxscores/202501240MEM.html
240,45,90,.500,25,52,.481,14,19,.737,10,27,37,30,10,5,16,20,129,,,CLE,20250124,https://www.basketball-reference.com/boxscores/202501240PHI.html
240,44,87,.506,21,39,.538,23,27,.852,16,27,43,23,9,6,18,16,132,,,PHI,20250124,https://www.basketball-reference.com/boxscores/202501240PHI.html
240,42,90,.467,11,30,.367,22,25,.880,9,42,51,31,11,7,21,20,117,,,TOR,20250125,https://www.basketball-reference.com/boxscores/202501250ATL.html
240,33,84,.393,11,37,.297,17,25,.680,8,35,43,28,14,5,24,20,94,,,ATL,20250125,https://www.basketball-reference.com/boxscores/202501250ATL.html
240,35,79,.443,13,28,.464,23,24,.958,12,39,51,22,9,6,22,23,106,,,MIA,20250125,https://www.basketball-reference.com/boxscores/202501250BRK.html
240,30,80,.375,14,40,.350,23,26,.885,8,27,35,23,11,5,15,21,97,,,BRK,20250125,https://www.basketball-reference.com/boxscores/202501250BRK.html
240,42,92,.457,13,45,.289,12,17,.706,6,34,40,23,10,4,10,15,109,,,PHI,20250125,https://www.basketball-reference.com/boxscores/202501250CHI.html
240,36,85,.424,12,38,.316,13,20,.650,13,41,54,24,6,3,20,16,97,,,CHI,20250125,https://www.basketball-reference.com/boxscores/202501250CHI.html
240,32,84,.381,8,31,.258,20,26,.769,9,30,39,21,8,5,13,17,92,,,NOP,20250125,https://www.basketball-reference.com/boxscores/202501250CHO.html
240,42,84,.500,21,50,.420,18,25,.720,9,39,48,28,11,5,15,18,123,,,CHO,20250125,https://www.basketball-reference.com/boxscores/202501250CHO.html
240,45,82,.549,13,28,.464,32,45,.711,14,31,45,26,5,4,11,23,135,,,HOU,20250125,https://www.basketball-reference.com/boxscores/202501250CLE.html
240,47,91,.516,17,39,.436,20,26,.769,10,30,40,28,4,5,11,30,131,,,CLE,20250125,https://www.basketball-reference.com/boxscores/202501250CLE.html
240,44,103,.427,20,52,.385,14,19,.737,17,34,51,33,4,5,5,24,122,,,BOS,20250125,https://www.basketball-reference.com/boxscores/202501250DAL.html
240,39,88,.443,8,22,.364,21,28,.750,13,36,49,18,2,8,13,20,107,,,DAL,20250125,https://www.basketball-reference.com/boxscores/202501250DAL.html
240,47,86,.547,10,29,.345,14,17,.824,10,32,42,29,8,2,13,13,118,,,LAL,20250125,https://www.basketball-reference.com/boxscores/202501250GSW.html
240,41,89,.461,16,46,.348,10,16,.625,11,27,38,30,10,0,14,15,108,,,GSW,20250125,https://www.basketball-reference.com/boxscores/202501250GSW.html
240,37,79,.468,13,35,.371,30,34,.882,5,37,42,24,2,5,13,21,117,,,MIL,20250125,https://www.basketball-reference.com/boxscores/202501250LAC.html
240,44,97,.454,11,34,.324,28,28,1.000,12,35,47,19,8,3,7,23,127,,,LAC,20250125,https://www.basketball-reference.com/boxscores/202501250LAC.html
240,39,92,.424,12,47,.255,13,16,.813,14,26,40,27,8,5,17,22,103,,,UTA,20250125,https://www.basketball-reference.com/boxscores/202501250MEM.html
240,43,84,.512,14,38,.368,25,34,.735,13,32,45,28,10,9,17,19,125,,,MEM,20250125,https://www.basketball-reference.com/boxscores/202501250MEM.html
240,43,88,.489,11,32,.344,7,13,.538,14,22,36,32,7,3,20,13,104,,,DEN,20250125,https://www.basketball-reference.com/boxscores/202501250MIN.html
240,53,95,.558,14,30,.467,13,15,.867,18,27,45,38,14,4,16,14,133,,,MIN,20250125,https://www.basketball-reference.com/boxscores/202501250MIN.html
240,46,95,.484,14,36,.389,14,16,.875,9,29,38,33,5,5,12,19,120,,,SAC,20250125,https://www.basketball-reference.com/boxscores/202501250NYK.html
240,52,105,.495,17,36,.472,22,23,.957,17,36,53,40,9,4,11,13,143,,,NYK,20250125,https://www.basketball-reference.com/boxscores/202501250NYK.html
240,40,86,.465,10,25,.400,23,28,.821,11,30,41,22,11,5,16,25,113,,,DET,20250125,https://www.basketball-reference.com/boxscores/202501250ORL.html
240,40,83,.482,15,33,.455,26,38,.684,8,32,40,22,8,4,15,23,121,,,ORL,20250125,https://www.basketball-reference.com/boxscores/202501250ORL.html
240,42,90,.467,18,41,.439,7,9,.778,5,32,37,28,8,5,8,17,109,,,WAS,20250125,https://www.basketball-reference.com/boxscores/202501250PHO.html
240,40,90,.444,13,40,.325,26,28,.929,12,41,53,23,4,4,11,11,119,,,PHO,20250125,https://www.basketball-reference.com/boxscores/202501250PHO.html
240,53,102,.520,17,39,.436,13,14,.929,16,34,50,32,14,9,10,20,136,,,IND,20250125,https://www.basketball-reference.com/boxscores/202501250SAS.html
240,35,85,.412,11,32,.344,17,25,.680,15,29,44,22,9,5,24,17,98,,,SAS,20250125,https://www.basketball-reference.com/boxscores/202501250SAS.html
240,42,89,.472,10,30,.333,24,29,.828,14,29,43,24,7,3,9,19,118,,,OKC,20250126,https://www.basketball-reference.com/boxscores/202501260POR.html
240,33,81,.407,18,40,.450,24,28,.857,13,31,44,21,2,6,15,27,108,,,POR,20250126,https://www.basketball-reference.com/boxscores/202501260POR.html
240,41,92,.446,17,41,.415,15,21,.714,12,27,39,29,7,1,8,22,114,,,HOU,20250127,https://www.basketball-reference.com/boxscores/202501270BOS.html
240,39,80,.488,15,39,.385,19,20,.950,7,34,41,21,4,4,15,20,112,,,BOS,20250127,https://www.basketball-reference.com/boxscores/202501270BOS.html
240,45,82,.549,9,28,.321,11,17,.647,11,33,44,31,7,4,18,24,110,,,SAC,20250127,https://www.basketball-reference.com/boxscores/202501270BRK.html
240,30,82,.366,10,36,.278,26,30,.867,16,23,39,19,9,3,16,20,96,,,BRK,20250127,https://www.basketball-reference.com/boxscores/202501270BRK.html
240,52,100,.520,6,27,.222,11,11,1.000,12,30,42,36,13,5,15,11,121,,,DEN,20250127,https://www.basketball-reference.com/boxscores/202501270CHI.html
240,49,98,.500,24,53,.453,7,8,.875,13,34,47,35,11,5,17,14,129,,,CHI,20250127,https://www.basketball-reference.com/boxscores/202501270CHI.html
240,44,86,.512,6,28,.214,18,24,.750,12,36,48,22,9,5,19,18,112,,,LAL,20250127,https://www.basketball-reference.com/boxscores/202501270CHO.html
240,39,87,.448,14,36,.389,15,18,.833,10,24,34,26,11,3,14,19,107,,,CHO,20250127,https://www.basketball-reference.com/boxscores/202501270CHO.html
240,37,96,.385,10,36,.278,7,11,.636,12,33,45,24,6,4,10,17,91,,,DET,20250127,https://www.basketball-reference.com/boxscores/202501270CLE.html
240,40,91,.440,12,44,.273,18,23,.783,12,41,53,28,5,4,10,13,110,,,CLE,20250127,https://www.basketball-reference.com/boxscores/202501270CLE.html
240,42,101,.416,11,37,.297,13,17,.765,14,31,45,23,5,3,11,15,108,,,WAS,20250127,https://www.basketball-reference.com/boxscores/202501270DAL.html
240,49,92,.533,20,45,.444,12,17,.706,13,38,51,39,5,7,12,20,130,,,DAL,20250127,https://www.basketball-reference.com/boxscores/202501270DAL.html
290,45,98,.459,14,39,.359,15,25,.600,12,35,47,32,9,4,15,19,119,,,ORL,20250127,https://www.basketball-reference.com/boxscores/202501270MIA.html
290,48,92,.522,15,41,.366,14,21,.667,5,38,43,34,9,2,18,21,125,,,MIA,20250127,https://www.basketball-reference.com/boxscores/202501270MIA.html
240,34,86,.395,12,43,.279,12,18,.667,14,37,51,24,10,3,22,20,92,,,ATL,20250127,https://www.basketball-reference.com/boxscores/202501270MIN.html
240,34,86,.395,12,40,.300,20,29,.690,14,37,51,18,13,4,18,18,100,,,MIN,20250127,https://www.basketball-reference.com/boxscores/202501270MIN.html
240,41,91,.451,9,24,.375,15,17,.882,18,29,47,21,5,9,26,16,106,,,MEM,20250127,https://www.basketball-reference.com/boxscores/202501270NYK.html
240,56,108,.519,17,44,.386,14,18,.778,17,29,46,32,20,7,11,16,143,,,NYK,20250127,https://www.basketball-reference.com/boxscores/202501270NYK.html
240,41,83,.494,10,32,.313,17,20,.850,10,32,42,22,12,5,15,15,109,,,LAC,20250127,https://www.basketball-reference.com/boxscores/202501270PHO.html
